Nº;N.I.F.;Nombre o razón social;NIMA;Dirección;Municipio;Provincia;Teléfonos;e-mail;Número autorización;Tipo de instalación/centro;Código de actividad;Descripción de actividad;Código de operación de tratamiento;Descripción de operación de tratamiento;Código de proceso de tratamiento;Descripción de proceso de tratamiento;Tipo de proceso;Tipo de residuo;Código LER;Descripción código LER;Código LER extendido;Descripción código LER extendido
2958.0;P0500002A;MANCOMUNIDAD DE SERVICIOS BARCO Y PIEDRAHITA CORP.LOCALES;0500026035;CTRA. DE LA HORCAJADA S/N, 05600;Barco de Ávila (El);Ávila;920340013;secretario@aytobarcodeavila.com;07G04200500026035;"Plantas de tratamiento completo de RCD;Instalaciones de almacenamiento de RAEE;Planta de Transferencia";G04;Gestor de residuos no peligrosos;R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 38;Madera distinta de la especificada en el código 20 01 37.;;
2959.0;P0500002A;MANCOMUNIDAD DE SERVICIOS BARCO Y PIEDRAHITA CORP.LOCALES;0500026035;CTRA. DE LA HORCAJADA S/N, 05600;Barco de Ávila (El);Ávila;920340013;secretario@aytobarcodeavila.com;07G04200500026035;"Plantas de tratamiento completo de RCD;Instalaciones de almacenamiento de RAEE;Planta de Transferencia";G04;Gestor de residuos no peligrosos;R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 03 07;Residuos voluminosos;;
4.0;P0947300J;AYUNTAMIENTO DE VILLARCAYO O.ADM.;0900002112;C/ CANTABRIA, 124, 09550;Villarcayo de Merindad de Castilla la Vieja;Burgos;;;07G05190900002112;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 10;Ropa.;;
9.0;P0947300J;AYUNTAMIENTO DE VILLARCAYO O.ADM.;0900002112;C/ CANTABRIA, 124, 09550;Villarcayo de Merindad de Castilla la Vieja;Burgos;;;07G05190900002112;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013642;Grandes aparatos. Con una dimensión exterior superior a 50 cm. Resto. Doméstico
11.0;P0947300J;AYUNTAMIENTO DE VILLARCAYO O.ADM.;0900002112;C/ CANTABRIA, 124, 09550;Villarcayo de Merindad de Castilla la Vieja;Burgos;;;07G05190900002112;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 38;Madera distinta de la especificada en el código 20 01 37. (Madera y recortes de madera no tratados, libres de sustancias peligrosas.);;
15.0;P0947300J;AYUNTAMIENTO DE VILLARCAYO O.ADM.;0900002112;C/ CANTABRIA, 124, 09550;Villarcayo de Merindad de Castilla la Vieja;Burgos;;;07G02210900002112;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;15 01 10*;Envases que contienen restos de sustancias peligrosas o están contaminados por ellas.;;
16.0;P0947300J;AYUNTAMIENTO DE VILLARCAYO O.ADM.;0900002112;C/ CANTABRIA, 124, 09550;Villarcayo de Merindad de Castilla la Vieja;Burgos;;;07G02210900002112;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 21*;Tubos fluorescentes y otros residuos que contienen mercurio.;20012131;Lámparas de descarga no LED. Lámparas fluorescentes. Doméstico y profesional.
18.0;P0947300J;AYUNTAMIENTO DE VILLARCAYO O.ADM.;0900002112;C/ CANTABRIA, 124, 09550;Villarcayo de Merindad de Castilla la Vieja;Burgos;;;07G02210900002112;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012312;Grandes electrodomésticos . Aire acondicionado. Doméstico
20.0;P0947300J;AYUNTAMIENTO DE VILLARCAYO O.ADM.;0900002112;C/ CANTABRIA, 124, 09550;Villarcayo de Merindad de Castilla la Vieja;Burgos;;;07G02210900002112;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013513;Grandes electrodomésticos con aceite en circuitos o condensadores. Doméstico.
23.0;P0947300J;AYUNTAMIENTO DE VILLARCAYO O.ADM.;0900002112;C/ CANTABRIA, 124, 09550;Villarcayo de Merindad de Castilla la Vieja;Burgos;;;07G02210900002112;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013541;Grandes aparatos incluidos los equipos de informática y telecomunicaciones. Con dimensión exterior superior a 50cm. Con componentes peligrosos. Doméstico
24.0;P0947300J;AYUNTAMIENTO DE VILLARCAYO O.ADM.;0900002112;C/ CANTABRIA, 124, 09550;Villarcayo de Merindad de Castilla la Vieja;Burgos;;;07G02210900002112;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013551;Pequeños aparatos . Sin ninguna dimensión exterior superior a 50cm. Con componentes peligrosos y pilas incorporadas Doméstico
27.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G05194700001772;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;08 03 18;Residuos de tóner de impresión distintos de los especificados en el código 08 03 17.;;
28.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G05194700001772;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;09 01 07;Películas y papel fotográfico que contienen plata o compuestos de plata. (Incluye radiografías de origen domiciliario.);;
32.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G05194700001772;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 01;Papel y cartón. (Bobinas de papel de oficina, papel cartón, periódicos, papel de oficina, toallas de papel usadas, revistas.);;
34.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G05194700001772;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 34;Baterías y acumuladores distintos de los especificados en el código 20 0133.;;
35.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G05194700001772;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013623;Monitores y pantallas LED. Doméstico
40.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G05194700001772;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 01 39;Plásticos. (Film transparente de embalado, plásticos, bolsos, DVDs. Discos de música, celofán, mobiliario urbano de plásticos, muebles y enseres de plástico, gomas, etc.);;
42.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G05194700001772;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;N;20 02 01;Residuos biodegradables (Desechos de jardín, tejidos vegetales, residuos de huertos, residuos verdes, hojas.);;
45.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G02194700001772;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;13 02 05*;Aceites minerales no clorados de motor, de transmisión mecánica y lubricantes.;;
48.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G02194700001772;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 21*;Tubos fluorescentes y otros residuos que contienen mercurio.;20012131;Lámparas de descarga no LED. Lámparas fluorescentes. Doméstico y profesional.
49.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G02194700001772;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012311;Grandes electrodomésticos con intercambio de temperatura con CFC, HCFC, HC, NH3. Doméstico
53.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G02194700001772;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013513;Grandes electrodomésticos con aceite en circuitos o condensadores. Doméstico.
56.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G02194700001772;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;622;Almacenamiento de residuos previo a la valorización;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013541;Grandes aparatos incluidos los equipos de informática y telecomunicaciones. Con dimensión exterior superior a 50cm. Con componentes peligrosos. Doméstico
59.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G02194700001772;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);D15;_ Almacenamiento previo a cualquiera de las operaciones enumeradas entre D1 y D14 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de producción).;621;Almacenamiento de residuos previo a la eliminación;G;P;15 01 10*;Envases que contienen restos de sustancias peligrosas o están contaminados por ellas.;;
60.0;P4701100B;AYUNTAMIENTO DE ARROYO DE LA ENCOMIENDA O.ADM.;4700001772;C/ ATLAS, S/N, 47195;Arroyo de la Encomienda;Valladolid;;;07G02194700001772;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);D15;_ Almacenamiento previo a cualquiera de las operaciones enumeradas entre D1 y D14 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de producción).;621;Almacenamiento de residuos previo a la eliminación;G;P;15 01 11*;Envases metálicos, incluidos los recipientes a presión vacíos, que contienen una matriz porosa sólida peligrosa (por ejemplo, amianto).;;
62.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;R3;Reciclado o recuperación de sustancias orgánicas que no se utilizan como disolventes (incluidas las operaciones de formación de abono y otras transformaciones biológicas).;5;Compostaje en pilas estáticas ventiladas o en túneles;A;N;19 06 04;Lodos de digestión del tratamiento anaeróbico de residuos municipales. (digestato);;
69.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;R12;Intercambio de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R11.;421;Clasificación, separación o agrupación previa a la valorización.;G;N;02 05 01;Materiales inadecuados para el consumo o la elaboración.;;
72.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;R12;Intercambio de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R11.;421;Clasificación, separación o agrupación previa a la valorización.;G;N;03 03 07;Desechos, separados mecánicamente, de pasta elaborada a partir de residuos de papel y cartón.;;
76.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;R12;Intercambio de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R11.;421;Clasificación, separación o agrupación previa a la valorización.;G;N;15 01 04;Envases metálicos.;;
82.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;R12;Intercambio de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R11.;421;Clasificación, separación o agrupación previa a la valorización.;G;N;19 08 12;Lodos procedentes del tratamiento biológico de aguas residuales industriales, distintos de los especificados en el código 19 08 11.;;
86.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;R12;Intercambio de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R11.;421;Clasificación, separación o agrupación previa a la valorización.;G;N;20 03 02;Residuos de mercados;;
87.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;R12;Intercambio de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R11.;421;Clasificación, separación o agrupación previa a la valorización.;G;N;20 03 03;Residuos de la limpieza viaria;;
88.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;R12;Intercambio de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R11.;421;Clasificación, separación o agrupación previa a la valorización.;G;N;20 03 04;Lodos de fosas sépticas;;
90.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;19 05 01;Fracción no compostada de residuos municipales y asimilados.;;
91.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;19 05 02;Fracción no compostada de residuos de procedencia animal o vegetal.;;
96.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;G;N;19 12 12;Otros residuos (incluidas mezclas de materiales) procedentes del tratamiento mecánico de residuos distintos de los especificados en el código 19 12 11.;;
99.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;A;N;19 05 03;Compost fuera de especificación. (procedentes de CTR de CyL, no valorizables);;
100.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;A;N;19 06 04;Lodos de digestión del tratamiento anaeróbico de residuos municipales. (procedentes de CTR de CyL, no valorizables);;
103.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700000403;CTRA. NACIONAL 601, KM. 198, 47009;Valladolid;Valladolid;;;07G04144700000403;"CTR (Centro de Tratamiento de Residuos Domésticos);Vertedero de residuos domésticos";G04;Gestor de residuos no peligrosos;D5;Vertido en lugares especialmente diseñados (por ejemplo: colocación en celdas estancas separadas, recubiertas y aisladas entre sí y el medio ambiente, etcétera).;642;Eliminación en vertedero de residuos no peligrosos;A;N;19 12 12;Otros residuos (incluidas mezclas de materiales) procedentes del tratamiento mecánico de residuos distintos de los especificados en el código 19 12 11. (rechazo (procedentes de CTR de CyL, no valorizables));;
105.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;08 03 18;Residuos de tóner de impresión distintos de los especificados en el código 08 03 17.;;
106.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;09 01 07;Películas y papel fotográfico que contienen plata o compuestos de plata.;;
110.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;15 01 06;Envases mezclados.;;
114.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 01;Papel y cartón.;;
117.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 11;Tejidos.;;
121.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013623;Monitores y pantallas LED. Doméstico
126.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 38;Madera distinta de la especificada en el código 20 01 37.;;
129.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 02 01;Residuos biodegradables;;
