NUM_REG,NOMBRE_COMERCIAL,TELEFONO,CALLE,LOCALIDAD,MUNICIPIO,CODIGO_POSTAL,NUMERO,PROVINCIA
47-E1-00075,NAVAS BARROCAL  EUSEBIO,983863385,CALLE PEÑARANDA                                         ,FRESNO EL VIEJO,FRESNO EL VIEJO,47480,15,VALLADOLID
47-E1-00076,ARROYO FRAGUA  MARIA JESUS,983751213,PLAZA SANTIAGO                                          ,MAYORGA,MAYORGA,47680,2,VALLADOLID
47-E1-00077,REDONDO AVILA  MARIA ISABEL,983559233,CALLE PLAZA MAYOR,SERRADA,SERRADA,47239,10,VALLADOLID
47-E1-00078,SANCHEZ GONZALEZ  YOLANDA,,CTRA  VALLADOLID                                        ,SAN MIGUEL DEL ARROYO,SAN MIGUEL DEL ARROYO,,12,VALLADOLID
47-E1-00080,RAMOS GOMEZ  JUAN,,CALLE SAN ROQUE                                         ,VILLAVICENCIO DE LOS CABALLEROS,VILLAVICENCIO DE LOS CABALLEROS,47676,S/N,VALLADOLID
47-E1-00081,RODRIGUEZ BURGOA  NATIVIDAD,983506364,CALLE ERAS                                              ,CASTRONUEVO DE ESGUEVA,CASTRONUEVO DE ESGUEVA,47171,1,VALLADOLID
47-E1-00082,SANCHEZ LEON  JOSE MARIA,983611789,CALLE REAL                                              ,ISCAR,ISCAR,47420,5,VALLADOLID
47-E1-00083,ARRIBAS LAZARO  JESUS MARIA,983605439,CALLE REAL VIEJA                                        ,PEDRAJAS DE SAN ESTEBAN,PEDRAJAS DE SAN ESTEBAN,47430,S/N,VALLADOLID
47-E1-00084,FERNANDEZ RODRIGUEZ  INMACULADA,983714433,CALLE PALACIO                                           ,VILLABRAGIMA,VILLABRAGIMA,47820,3,VALLADOLID
47-E1-00085,SABORIDO COIRADAS  RAQUEL,,CALLE CRUZ                                              ,UNION DE CAMPOS (LA),UNION DE CAMPOS  LA,47670,17,VALLADOLID
47-E1-00086,SANCHEZ CORNEJO  MARIA,983867011,CALLE PLAZA MAYOR,ALAEJOS,ALAEJOS,47510,13,VALLADOLID
47-E1-00087,DEL CAMPO BARRIENTOS  PAULA,983881671,CALLE CAPITAN ROJAS                                     ,PEÑAFIEL,PEÑAFIEL,47300,9,VALLADOLID
47-E1-00089,SALAMANQUES PEREZ  JOSE MARIA,983816428,CALLE TOMAS BAYON                                       ,SECA (LA),SECA  LA,47491,20,VALLADOLID
47-E1-00090,POSADA GOMEZ  CRISTINA,983819133,CALLE AGUSTIN VELASCO                                   ,BOBADILLA DEL CAMPO,BOBADILLA DEL CAMPO,47462,14,VALLADOLID
47-E1-00091,MUÑOZ DOMINGUEZ  TERESA,983714047,PLAZA MAYOR                                             ,TORDEHUMOS,TORDEHUMOS,47830,2,VALLADOLID
47-E1-00092,DEL OLMO TORIBIO  HORTENSIA,983699178,CALLE MAYOR                                             ,COGECES DEL MONTE,COGECES DEL MONTE,47313,4,VALLADOLID
47-E1-00093,ALBARRAN SANZ  ROCIO,983723558,CTRA  MESONES,VILLARDEFRADES,VILLARDEFRADES,47860,4,VALLADOLID
47-E1-00094,CRUZ DE LA CUESTA  ANTONIO,983607888,CALLE CARCAVA                                           ,MOJADOS,MOJADOS,47250,1,VALLADOLID
47-E1-00095,GALLARDO MARTIN  BELEN,983694104,CALLE REVILLA                                           ,MONTEMAYOR DE PILILLA,MONTEMAYOR DE PILILLA,47320,1,VALLADOLID
47-E1-00096,GALLEGO ARRANZ  TERESA / SINOVA TEJEDO  IRENE,983850263,PLAZA ESPAÑA                                            ,NAVA DEL REY,NAVA DEL REY,47500,15,VALLADOLID
47-E1-00097,MARCOS GARCIA  ADORACION,983580270,AVDA  VALLADOLID                                        ,CIGALES,CIGALES,,20,VALLADOLID
47-E1-00098,CUESTA RODRIGUEZ  PATRICIA,983866229,CALLE REAL                                              ,CASTRONUÑO,CASTRONUÑO,,S/N,VALLADOLID
47-E1-00099,MOLINA HERNANDO  ROSA,983741910,CALLE LA RUA                                            ,VILLALON DE CAMPOS,VILLALON DE CAMPOS,47600,56,VALLADOLID
47-E1-00100,RODRIGUEZ RIUS  POL,983717333,CALLE EDUARDO CALLEJO                                   ,VILLAGARCIA DE CAMPOS,VILLAGARCIA DE CAMPOS,47840,12,VALLADOLID
47-E1-00101,PERAL PUPARELLI  MANUEL,983770581,CALLE SANTA MARIA                                       ,TORDESILLAS,TORDESILLAS,47100,1,VALLADOLID
47-E1-00102,LOPEZ MUÑOYERRO  PETRA MARIA,983555602,CALLE ALTA                                              ,VILLANUEVA DE DUERO,VILLANUEVA DE DUERO,47239,2,VALLADOLID
47-E1-00103,RODRIGUEZ GARCIA  CONCEPCION,983560020,AVDA  D.MARCELO GONZALEZ MARTIN                         ,VILLANUBLA,VILLANUBLA,,10,VALLADOLID
47-E1-00104,FERNANDEZ ALONSO  MARIA ANGELES,983791612,PLAZA MAYOR                                             ,TIEDRA,TIEDRA,47870,10,VALLADOLID
47-E1-00105,CARRERA DOMINGUEZ  MARINA,983682547,CTRA  SANTIBAÑEZ                                        ,TRASPINEDO,TRASPINEDO,47330,S/N,VALLADOLID
47-E1-00106,MERINO MIGUEL  MARIA CARMEN,,CALLE CASTILLA Y LEON,VALORIA LA BUENA,VALORIA LA BUENA,47200,20,VALLADOLID
47-E1-00107,LABAJO MOLPECERES  ANA,983551024,PASEO RIBERA                                            ,VALDESTILLAS,VALDESTILLAS,47240,2,VALLADOLID
47-E1-00108,SANCHEZ RAMOS  CRISTINA,983698349,CALLE ESPAÑA                                            ,CAMPASPERO,CAMPASPERO,47310,14,VALLADOLID
47-E1-00109,GUTIERREZ LAGUNA  MYRIAM,983700337,CALLE SAN JUAN                                          ,MEDINA DE RIOSECO,MEDINA DE RIOSECO,47800,2,VALLADOLID
47-E1-00110,BERMUDEZ GONZALEZ  LIDIA,983815299,PLAZA MAYOR                                             ,ATAQUINES,ATAQUINES,47210,16,VALLADOLID
47-E1-00112,RODRIGUEZ TEJEDOR  MARIA TERESA,983822337,CALLE MAURO GARCIA                                      ,POZALDEZ,POZALDEZ,47220,S/N,VALLADOLID
47-E1-00113,MOZO IGLESIAS  BEATRIZ,983586633,CALLE CARRERA,TRIGUEROS DEL VALLE,TRIGUEROS DEL VALLE,47282,5,VALLADOLID
47-E1-00114,RUBIO GONZALEZ VILLAMIL  COVADONGA,983520036,AVDA  VALLADOLID                                        ,TUDELA DE DUERO,TUDELA DE DUERO,47320,11,VALLADOLID
47-E1-00115,DEL POZO MARTINEZ  SOFIA,983680027,CALLE ALONSO PESQUERA                                   ,QUINTANILLA DE ONESIMO,QUINTANILLA DE ONESIMO,47350,34,VALLADOLID
47-E1-00116,BARAJAS VILLAR  ASCENSION,983780028,CALLE FRAY JUAN DE LA MOTA                              ,MOTA DEL MARQUES,MOTA DEL MARQUES,47120,11,VALLADOLID
47-E1-00118,REINA DE LA TORRE  MERCEDES,983373588,PLAZA RONDA                                             ,ZARATAN,ZARATAN,47610,9,VALLADOLID
47-E1-00119,PACHON JULIAN  JESUS IGNACIO,983721685,CALLE MAYOR                                             ,VILLALBA DE LOS ALCORES,VILLALBA DE LOS ALCORES,47639,2,VALLADOLID
47-E1-00120,GONZALEZ ANDRES  MARIA NIEVES,983686399,PLAZA MAYOR                                             ,FOMBELLIDA,FOMBELLIDA,47184,S/N,VALLADOLID
47-E1-00121,SAEZ LOPEZ  PAULA INES,983832862,CALLE VALENTIN AREVALO AYLLON                           ,MATAPOZUELOS,MATAPOZUELOS,47230,4,VALLADOLID
47-E1-00122,MARTINEZ OLMEDO  JORGE,983600889,AVDA  DIEZ DE OCTUBRE                                   ,OLMEDO,OLMEDO,47410,13,VALLADOLID
47-E1-00123,GONZALEZ LAMAS  LETICIA / OBESO GRIFOL  DAVID,983700086,CALLE LAZARO ALONSO                                     ,MEDINA DE RIOSECO,MEDINA DE RIOSECO,47800,26,VALLADOLID
47-E1-00124,JODAR PEREÑA  ANA TERESA,983609024,CALLE VALLELLANO,ALCAZAREN,ALCAZAREN,47238,39,VALLADOLID
47-E1-00125,SANCHEZ GALINDO  BEATRIZ,983788225,CALLE CONSTANZA                                         ,VILLALAR DE LOS COMUNEROS,VILLALAR DE LOS COMUNEROS,47111,S/N,VALLADOLID
47-E1-00126,PASTOR REDONDO  SARA / PASTOR ZURRO  MARGARITA,983590066,CALLE ATRIO DE LA IGLESIA                               ,SIMANCAS,SIMANCAS,47130,5,VALLADOLID
47-E1-00127,GARCIA POZO  MARIA DOLORES,983880818,TRVA  CALVARIO                                          ,PEÑAFIEL,PEÑAFIEL,47300,1,VALLADOLID
47-E1-00129,FERNANDEZ MARTINEZ  SOLEDAD,,CALLE AVDA. TORDESILLAS,CASTROMONTE,CASTROMONTE,,6,VALLADOLID
47-E1-00130,VEIGA BAO  MARIA ELENA,,CALLE RODRIGO VAZQUEZ DE ARCE                           ,CARPIO,CARPIO,47470,6,VALLADOLID
47-E1-00131,RODRIGUEZ SIGUENZA  JOSE MARIA,983770120,CALLE SANTA MARIA                                       ,TORDESILLAS,TORDESILLAS,47100,27,VALLADOLID
47-E1-00132,SANTANA DE MIGUEL  JOSE MANUEL,983558275,CALLE CONSTITUCION                                      ,ALDEAMAYOR DE SAN MARTIN,ALDEAMAYOR DE SAN MARTIN,47162,5,VALLADOLID
47-E1-00133,LOBO ESTEBAN  INMACULADA,983563576,CALLE SANTIAGO                                          ,TORRELOBATON,TORRELOBATON,47134,28,VALLADOLID
47-E1-00134,BERNALDEZ MIGUEL  CRISTINA,983716046,CALLE ALEJANDRO NAJERA                                  ,VILLAFRECHOS,VILLAFRECHOS,47810,10,VALLADOLID
47-E1-00136,DE LA RUA GARCIA  SHEILA,983587920,RONDA HUERTAS                                           ,MUCIENTES,MUCIENTES,,1,VALLADOLID
47-E1-00137,DEL VILLAR IGEA  MARIA,983868034,CALLE EUGENIO VELASCO,RUEDA,RUEDA,47490,1,VALLADOLID
47-E1-00138,DE LA TORRE PALOMARES  ANGEL MANUEL,983880828,CALLE MERCADO VIEJO                                     ,PEÑAFIEL,PEÑAFIEL,47300,27,VALLADOLID
47-E1-00139,PACHECO SANCHEZ  LORENA,983870165,CALLE ONESIMO REDONDO                                   ,PESQUERA DE DUERO,PESQUERA DE DUERO,47315,12,VALLADOLID
47-E1-00140,RODRIGO RODRIGUEZ  MARIA PILAR,,PLAZA SANTA MARIA                                       ,CABEZON DE PISUERGA,CABEZON DE PISUERGA,47260,1,VALLADOLID
47-E1-00141,DIEGO GARCIA  ARANZAZU,983232771,PLAZA EJERCITO                                          ,VALLADOLID,VALLADOLID,47007,1,VALLADOLID
47-E1-00142,BLANCO GUERRA  MARIA CARMEN / FERNANDEZ BLANCO  FRANCISCO JAVIER,983291813,CALLE SILIO                                             ,VALLADOLID,VALLADOLID,47005,6,VALLADOLID
47-E1-00143,SANCHEZ CONCELLON  RICARDO,983232050,CALLE ESPERANTO                                         ,VALLADOLID,VALLADOLID,47007,7,VALLADOLID
47-E1-00144,GARCIA NOGUEIRAS  ALEJANDRO,983230729,CALLE PADRE MANJON                                      ,VALLADOLID,VALLADOLID,47013,54,VALLADOLID
47-E1-00145,EGIDO HERNANDEZ  OLGA,983352029,CALLE IMPERIAL                                          ,VALLADOLID,VALLADOLID,47003,5,VALLADOLID
47-E1-00146,FERNANDEZ MANTECA  MARIA JESUS,983252530,CALLE TIRSO DE MOLINA                                   ,VALLADOLID,VALLADOLID,47011,23,VALLADOLID
47-E1-00147,RODRIGUEZ CARRASCAL  JAVIER,983236114,CALLE JOAQUIN MARIA JALON                               ,VALLADOLID,VALLADOLID,47008,31,VALLADOLID
47-E1-00148,BUIZA BADAS  BEATRIZ / PEREZ PEREIRA  JOSE ANTONIO,983333821,AVDA  VICENTE MORTES                                    ,VALLADOLID,VALLADOLID,47014,4,VALLADOLID
47-E1-00149,HERRERO VACA  MARIA,983231098,CALLE JOAQUIN MARIA JALON                               ,VALLADOLID,VALLADOLID,47008,5,VALLADOLID
47-E1-00150,MOLPECERES GARCIA DEL POZO  MARIA ISABEL,983291945,CALLE TEOFILO VILLAMAÑAN                                ,VALLADOLID,VALLADOLID,47012,1,VALLADOLID
47-E1-00151,SANZ VIRSEDA  MIGUEL / VIRSEDA MORENO  MARGARITA,983620241,CALLE RONDA                                             ,ISCAR,ISCAR,47420,55,VALLADOLID
47-E1-00152,LOPEZ ESCORIAL  CRISTINA,983235954,CALLE PADRE FRANCISCO SUAREZ                            ,VALLADOLID,VALLADOLID,47006,10,VALLADOLID
47-E1-00153,PEREZ MARTIN  JORGE,983255431,CALLE SOTO                                              ,VALLADOLID,VALLADOLID,47010,47,VALLADOLID
47-E1-00154,CABRERA FERNANDEZ  ISABEL,,PASEO ARCO DE LADRILLO                                  ,VALLADOLID,VALLADOLID,,77,VALLADOLID
47-E1-00155,PLAZA PEREZ  MARIA DEL CARMEN,983230176,CALLE CARTAGENA                                         ,VALLADOLID,VALLADOLID,47013,2,VALLADOLID
47-E1-00156,LARRIBA CALLE  DIODORO,983237628,PASEO ZORRILLA                                          ,VALLADOLID,VALLADOLID,47008,53,VALLADOLID
47-E1-00157,EL-ASI SECO  YASMIN,983343264,CALLE PROFESOR ADOLFO MIAJA DE LA MUELA                 ,VALLADOLID,VALLADOLID,47014,17,VALLADOLID
47-E1-00158,PARRA ASTORGANO  MARIA DOLORES,983220799,AVDA  MEDINA DEL CAMPO                                  ,VALLADOLID,VALLADOLID,47014,15,VALLADOLID
47-E1-00159,DOMINGO REDONDO  LUISA,983255932,CALLE LINARES                                           ,VALLADOLID,VALLADOLID,47010,31,VALLADOLID
47-E1-00160,CANO BORREGO  ULPIANO,983255909,CALLE CARDENAL CISNEROS                                 ,VALLADOLID,VALLADOLID,47010,16,VALLADOLID
47-E1-00161,RODRIGUEZ MARTIN  MARIA TERESA,983294274,CALLE ANDALUCIA                                         ,VALLADOLID,VALLADOLID,47012,9,VALLADOLID
47-E1-00162,SANABRIA MURCIEGO  JOSE MIGUEL,,CALLE GARCIA MORATO                                     ,VALLADOLID,VALLADOLID,47007,14,VALLADOLID
47-E1-00163,PEREZ RODRIGUEZ  MERCEDES,983334783,CALLE VILLANUBLA                                        ,VALLADOLID,VALLADOLID,47009,7,VALLADOLID
47-E1-00164,TORANZO RODRIGUEZ  ELENA,983290230,CALLE SALUD                                             ,VALLADOLID,VALLADOLID,47012,31,VALLADOLID
47-E1-00165,REDONDO GALVAN  PEDRO,983331202,CALLE CAMINO VIEJO DE SIMANCAS,VALLADOLID,VALLADOLID,47008,46,VALLADOLID
47-E1-00166,NAVAS MUÑOZ  AURORA,983294024,CALLE CANTERAC                                          ,VALLADOLID,VALLADOLID,47012,51,VALLADOLID
47-E1-00167,JUNQUERA FLOREZ  ANGEL,983239941,CALLE GABILONDO                                         ,VALLADOLID,VALLADOLID,47007,26,VALLADOLID
47-E1-00168,REDONDO FERNANDEZ  TELESFORO,,PASEO ZORRILLA                                          ,VALLADOLID,VALLADOLID,47008,205,VALLADOLID
47-E1-00169,PASTOR MUÑIZ  MARIA INMACULADA,983212588,CALLE CIGUEÑA                                           ,VALLADOLID,VALLADOLID,47012,29,VALLADOLID
47-E1-00170,TOCINO RAMOS  JUAN PABLO,983402535,CALLE SAN CRISTOBAL,CISTERNIGA,CISTERNIGA,47193,24,VALLADOLID
47-E1-00171,CALLEJA DIEZ  PAULA,983331210,CALLE SAN LORENZO                                       ,VALLADOLID,VALLADOLID,47001,5,VALLADOLID
47-E1-00172,CORONA SUANCES  MARIA TERESA / GARCIA CORONA  MARIA / GARCIA CORONA  ROSARIO DE FATIMA,983234195,CALLE GENERAL SHELLY                                    ,VALLADOLID,VALLADOLID,47013,28,VALLADOLID
47-E1-00173,MELGAR TOBALINA  CESAR,983234573,AVDA  SEGOVIA                                           ,VALLADOLID,VALLADOLID,47013,137,VALLADOLID
47-E1-00174,ALVAREZ SANCHEZ  CESAR MARIA,983293626,CALLE PINGUINO                                          ,VALLADOLID,VALLADOLID,47012,9,VALLADOLID
47-E1-00175,GOMEZ VAAMONDE  MARIA ELENA / GONZALEZ GOMEZ  CARLOS MARIA,983239158,CALLE PUENTE COLGANTE                                   ,VALLADOLID,VALLADOLID,47007,11,VALLADOLID
47-E1-00176,GARCIA QUEIPO  ANA,,SBIDA FUENTE EL SOL                                     ,VALLADOLID,VALLADOLID,47009,61,VALLADOLID
47-E1-00177,LLANES GARCIA  MARIA,983290262,CALLE JUAN CARLOS I,VALLADOLID,VALLADOLID,,138,VALLADOLID
47-E1-00178,MARTINEZ OLMEDO  RAFAEL,983231652,CALLE ARGALES                                           ,VALLADOLID,VALLADOLID,47013,3,VALLADOLID
47-E1-00179,TRECEÑO LOBATO  CARLOS / TRECEÑO LOBATO  PEDRO,983264129,CALLE DOCTOR MORALES                                    ,VALLADOLID,VALLADOLID,47011,S/N,VALLADOLID
47-E1-00180,MARTIN ALONSO  CARMEN,983554039,CALLE CARDIEL                                           ,VIANA DE CEGA,VIANA DE CEGA,47150,44,VALLADOLID
47-E1-00181,CASADO DEL POZO  SUSANA,983296827,CALLE FAISAN                                            ,VALLADOLID,VALLADOLID,47012,19,VALLADOLID
47-E1-00182,MARTIN MONEDERO  REYES,983291306,CALLE NICOLAS SALMERON                                  ,VALLADOLID,VALLADOLID,47004,30,VALLADOLID
47-E1-00183,GOMEZ ARQUEROS  EDUARDO,983298305,CALLE TRABAJO                                           ,VALLADOLID,VALLADOLID,47013,8,VALLADOLID
47-E1-00184,SANJUAN GONZALEZ  ANDREA INES,983235787,CALLE ARCA REAL                                         ,VALLADOLID,VALLADOLID,47013,44,VALLADOLID
47-E1-00185,MARTIN VIADA  RODRIGO,983259916,CALLE DOCTOR ESQUERDO                                   ,VALLADOLID,VALLADOLID,47011,12,VALLADOLID
47-E1-00186,RUIZ SANTIAGO  ISABEL,983299004,CALLE DOCE DE OCTUBRE                                   ,VALLADOLID,VALLADOLID,47005,2,VALLADOLID
47-E1-00187,ZAMORA CRESPO  FABRICIO MANUEL / CRESPO ALONSO  MARIA ISABEL,983273075,CALLE ARCA REAL                                         ,VALLADOLID,VALLADOLID,47013,83,VALLADOLID
47-E1-00188,CARRERA AGUADO  ALFONSO / HUERTA ALBARRAN  ALMUDENA,983295967,CALLE PALACIO VALDES                                    ,VALLADOLID,VALLADOLID,47005,7,VALLADOLID
47-E1-00189,CANO BORREGO  PATRICIA MARIA,983354889,CALLE RONDILLA SANTA TERESA                             ,VALLADOLID,VALLADOLID,,34,VALLADOLID
47-E1-00190,SAEZ LOPEZ  PAULA INES,,CALLE CIUDAD DE LA HABANA                               ,VALLADOLID,VALLADOLID,47014,5,VALLADOLID
47-E1-00191,ALONSO CASABELLA  ENRIQUETA,983294258,CALLE CIGUEÑA                                           ,VALLADOLID,VALLADOLID,47012,12,VALLADOLID
47-E1-00192,ESTEBAN RODRIGUEZ  MARIA DEL MAR,983330281,CALLE JOAQUIN VELASCO MARTIN                            ,VALLADOLID,VALLADOLID,47014,15,VALLADOLID
47-E1-00193,SERRANO PLAZA  MARIA LUISA,983233572,CTRA  RUEDA                                             ,VALLADOLID,VALLADOLID,47008,43,VALLADOLID
47-E1-00194,FRAGUA LAZARO  MARIA / MAROTO ARENAS  ESTER,983336273,AVDA  JOSE LUIS ARRESE                                  ,VALLADOLID,VALLADOLID,47014,3,VALLADOLID
47-E1-00195,GARCIA MORATE  ALICIA / VEGA FERNANDEZ  OLGA,983217084,CALLE SAN ISIDRO                                        ,VALLADOLID,VALLADOLID,47012,9,VALLADOLID
47-E1-00196,LLANES GARCIA  LUIS MANUEL,983201206,CALLE HUELVA                                            ,VALLADOLID,VALLADOLID,47012,16,VALLADOLID
47-E1-00197,AGUADO PASCUAL  CARMEN,983271676,CALLE EMBAJADORES                                       ,VALLADOLID,VALLADOLID,47013,92,VALLADOLID
47-E1-00198,MIRALLES FISURE  CARMEN,983299251,CALLE ALONSO PESQUERA                                   ,VALLADOLID,VALLADOLID,47002,1,VALLADOLID
47-E1-00199,GOMEZ ARQUEROS  CARLOS,983291673,CALLE TORTOLA                                           ,VALLADOLID,VALLADOLID,47012,15,VALLADOLID
47-E1-00200,CANO BORREGO  JUAN ANDRES,983335811,CALLE C/ JUPITER,VALLADOLID,VALLADOLID,47009,0,VALLADOLID
47-E1-00201,SECO DOMINGUEZ  MARIA NIEVES,983291109,PASEO SAN VICENTE                                       ,VALLADOLID,VALLADOLID,47013,11,VALLADOLID
47-E1-00202,PASCUAL PAINO  JESUS MANUEL,983336171,CALLE GARCIA MORATO                                     ,VALLADOLID,VALLADOLID,47007,40,VALLADOLID
47-E1-00203,JIMENEZ GOMEZ  VICENTE JESUS,983360099,AVDA  MIGUEL ANGEL BLANCO,VALLADOLID,VALLADOLID,47014,5,VALLADOLID
47-E1-00204,ALCALDE RODRIGO  SARA,983508020,CALLE GENERAL FRANCO                                    ,RENEDO DE ESGUEVA,RENEDO DE ESGUEVA,47170,3,VALLADOLID
47-E1-00205,MARTIN LARA  MARIA LOURDES,983553133,CTRA  TUDELA                                            ,PEDRAJA DE PORTILLO (LA),PEDRAJA DE PORTILLO  LA,47196,12,VALLADOLID
47-E1-00207,ORDAX CARBAJO  MARIA LUCIA / CHAVER ARNAZ  MARIA ANGELES,983400068,CALLE JESUS,SANTOVENIA DE PISUERGA,SANTOVENIA DE PISUERGA,,44,VALLADOLID
47-E1-00208,GARCIA SANTOS  ANTONIO,983816176,CALLE BARRIO NUEVO,SIETE IGLESIAS DE TRABANCOS,SIETE IGLESIAS DE TRABANCOS,,13,VALLADOLID
47-E1-00209,IGLESIAS GARCIA  BEATRIZ,,PLAZA MAYOR                                             ,SARDON DE DUERO,SARDON DE DUERO,47340,5,VALLADOLID
47-E1-00210,PALACIOS TRABANCO  MANUEL,,CALLE NUEVA                                             ,FUENSALDAÑA,FUENSALDAÑA,47194,9,VALLADOLID
47-E1-00211,ALVAREZ MOURE  ANA MARIA,983780210,TRVA  DE LA PARRA                                       ,SAN CEBRIAN DE MAZOTE,SAN CEBRIAN DE MAZOTE,47129,S/N,VALLADOLID
47-E1-00212,BACHILLER GARZO  BELEN,983681503,CALLE POZO                                              ,PARRILLA (LA),PARRILLA  LA,47328,3,VALLADOLID
47-E1-00214,SANCHEZ RODRIGUEZ  VIRGINIA,983824231,CALLE JOSE ANTONIO                                      ,FUENTE EL SOL,FUENTE EL SOL,47494,1,VALLADOLID
47-E1-00215,GOMEZ GARCIA-BERMEJO  SARA,983405428,CALLE REAL                                              ,PUENTE DUERO-ESPARRAGAL,VALLADOLID,47152,81,VALLADOLID
47-E1-00216,CARRASCAL DEL SOLAR  CONCEPCION,983408069,CALLE INDUSTRIAS                                        ,ARROYO,ARROYO DE LA ENCOMIENDA,47195,19,VALLADOLID
47-E1-00217,RODRIGUEZ MORENO  CATALINA,983784151,CALLE DON JUAN MORA GARZON                              ,SAN ROMAN DE HORNIJA,SAN ROMAN DE HORNIJA,47530,32,VALLADOLID
47-E1-00218,LERA FLOREZ  GERARDO,,CALLE REAL                                              ,MEGECES,MEGECES,47440,1,VALLADOLID
47-E1-00219,GARCIA ABASCAL  VERONICA,,CALLE CARRETERA DE VENTAS,GERIA,GERIA,47131,4,VALLADOLID
47-E1-00220,LOPEZ ANTON  CARLOS,983565335,CALLE HOSPITAL                                          ,PEÑAFLOR DE HORNIJA,PEÑAFLOR DE HORNIJA,47640,6,VALLADOLID
47-E1-00221,FARMACIA LCDO. DIEGO SANCHEZ  MARIA ANTONIA,983811802,CALLE REAL                                              ,POZAL DE GALLINAS,POZAL DE GALLINAS,47450,22,VALLADOLID
47-E1-00222,IGLESIAS DELGADO  MARIA,983836810,PLAZA MAYOR                                             ,VILLAFRANCA DE DUERO,VILLAFRANCA DE DUERO,47529,5,VALLADOLID
47-E1-00223,REGALADO DEL POZO  MANUEL EDUARDO,983520864,CALLE OLIVARES                                          ,VILLABAÑEZ,VILLABAÑEZ,47329,S/N,VALLADOLID
47-E1-00224,GARCIA PINTO  IGNACIO,983890134,CALLE CALVO SOTELO                                      ,LANGAYO,LANGAYO,47314,10,VALLADOLID
47-E1-00225,MORILLO RUIZ  MARIA ROSARIO,921163818,TRVA  TORRE                                             ,VILORIA,VILORIA,47166,1,VALLADOLID
47-E1-00226,VALLE ROBLES  MARIA CARMEN,983563360,CALLE IGLESIA                                           ,WAMBA,WAMBA,47190,17,VALLADOLID
47-E1-00228,MAESO MIGUEL  ISABEL,983770615,CALLE COLABORADORES                                     ,TORDESILLAS,TORDESILLAS,47100,14,VALLADOLID
47-E1-00229,OLLEROS ANAYA  ANA MARIA,983819380,CALLE VIVAQUE                                           ,NUEVA VILLA DE LAS TORRES,NUEVA VILLA DE LAS TORRES,47464,2,VALLADOLID
47-E1-00230,SANCHEZ HERRERA  INMACULADA,983685487,CALLE ONESIMO REDONDO                                   ,PIÑA DE ESGUEVA,PIÑA DE ESGUEVA,47175,2,VALLADOLID
47-E1-00231,GARCIA GUTIERREZ  CRISTINA,983771892,PLAZA REAL                                              ,TORRECILLA DE LA ABADESA,TORRECILLA DE LA ABADESA,47114,2,VALLADOLID
47-E1-00232,PEREZ CUADRADO  ANA,983796122,CALLE LOS CASTILLOS,TORDESILLAS,TORDESILLAS,47100,10,VALLADOLID
47-E1-00233,LEZCANO LACALLE  BLANCA,983593120,CALLE CORRO DE LA FUENTE                                ,CIGUÑUELA,CIGUÑUELA,47191,4,VALLADOLID
47-E1-00234,SAEZ PAZ  MARIA DEL MAR,983824067,CALLE SAN ANTONIO                                       ,RUBI DE BRACAMONTE,RUBI DE BRACAMONTE,47494,1,VALLADOLID
47-E1-00235,HERNANDEZ GARCIA  MARIA LUJAN,,CALLE ZARZA                                             ,AGUILAR DE CAMPOS,AGUILAR DE CAMPOS,,13,VALLADOLID
47-E1-00237,SANTIAGO SASTRE  BLANCA FLOR,983248537,CALLE MIGUEL DELIBES                                    ,VALLADOLID,VALLADOLID,47008,44,VALLADOLID
47-E1-00238,SENOVILLA SANCHO  JUAN CARLOS,983378604,CALLE BARBECHO                                          ,VALLADOLID,VALLADOLID,47014,31,VALLADOLID
47-E1-00239,SANCHEZ MARTIN  MARIA ALMUDENA,983379614,AVDA  RAMON PRADERA                                     ,VALLADOLID,VALLADOLID,47009,12,VALLADOLID
47-E1-00240,MILLARUELO FRONTELA  PILAR,983522529,CTRA  SORIA                                             ,TUDELA DE DUERO,TUDELA DE DUERO,47320,S/N,VALLADOLID
47-E1-00241,MARTIN DEL CAMPO  ANA MARIA,,CALLE ANCHA  ,MUDARRA (LA),MUDARRA  LA,,8,VALLADOLID
47-E1-00242,HERRERA TASIS  BELEN,983543654,AVDA  JUAN DE AUSTRIA                                   ,LAGUNA DE DUERO,LAGUNA DE DUERO,47140,12,VALLADOLID
47-E1-00243,CRUZ DE LA CUESTA  DOLORES,983252858,AVDA  PALENCIA                                          ,VALLADOLID,VALLADOLID,47011,37,VALLADOLID
47-E1-00244,VIVAR COLLAZOS  RUTH,983246951,PASEO ZORRILLA,VALLADOLID,VALLADOLID,,179,VALLADOLID
47-E1-00245,RODRIGUEZ FERRERONS  PATRICIA,983546261,CALLE AVDA. DE LA ESTACION ESQ. ALBATROS,LAGUNA DE DUERO,LAGUNA DE DUERO,47140,S/N,VALLADOLID
47-E1-00246,PUENTE LAZARO  CLARA,,CALLE MIRABEL                                           ,VALLADOLID,VALLADOLID,47010,56,VALLADOLID
47-E1-00247,SANTAMARIA ALONSO  BEATRIZ,983339182,CALLE MANUEL AZAÑA                                      ,VALLADOLID,VALLADOLID,47014,27,VALLADOLID
47-E1-00248,QUINTANA BLANCO  SARA,983244770,CALLE MONTES DE OCA                                     ,VALLADOLID,VALLADOLID,47008,4,VALLADOLID
